time: tau*t_parallel
u = time^{-1/z_h} * x
norm. n_h = n_h(x,tau) / n_h(0,tau)

time, u, norm. n_h, ln[-ln[norm. n_h]]
8 	 0 	 1 	 -inf
8 	 0.363562 	 0.926045 	 -2.56613
8 	 0.727125 	 0.751836 	 -1.25443
8 	 1.09069 	 0.565498 	 -0.562034
8 	 1.45425 	 0.393546 	 -0.0698234
8 	 1.81781 	 0.253743 	 0.315855
8 	 2.18137 	 0.151532 	 0.634966
8 	 2.54494 	 0.0838041 	 0.907965
8 	 2.9085 	 0.0423699 	 1.15099
8 	 3.27206 	 0.0194235 	 1.3715
8.05 	 0 	 1 	 -inf
8.05 	 0.362462 	 0.926486 	 -2.57235
8.05 	 0.724924 	 0.753108 	 -1.26038
8.05 	 1.08739 	 0.567309 	 -0.567659
8.05 	 1.44985 	 0.395578 	 -0.0753621
8.05 	 1.81231 	 0.255677 	 0.310305
8.05 	 2.17477 	 0.153109 	 0.629464
8.05 	 2.53723 	 0.0849561 	 0.902444
8.05 	 2.8997 	 0.0431322 	 1.14533
8.05 	 3.26216 	 0.0198984 	 1.36536
8.1 	 0 	 1 	 -inf
8.1 	 0.361372 	 0.926922 	 -2.57853
8.1 	 0.722743 	 0.754361 	 -1.26626
8.1 	 1.08411 	 0.569112 	 -0.573271
8.1 	 1.44549 	 0.397598 	 -0.0808696
8.1 	 1.80686 	 0.257602 	 0.304789
8.1 	 2.16823 	 0.154685 	 0.623992
8.1 	 2.5296 	 0.0861109 	 0.896953
8.1 	 2.89097 	 0.0438996 	 1.13971
8.1 	 3.25234 	 0.0203786 	 1.35925
8.15 	 0 	 1 	 -inf
8.15 	 0.360291 	 0.927355 	 -2.5847
8.15 	 0.720582 	 0.755594 	 -1.27207
8.15 	 1.08087 	 0.570906 	 -0.578873
8.15 	 1.44116 	 0.399607 	 -0.0863482
8.15 	 1.80146 	 0.25952 	 0.299306
8.15 	 2.16175 	 0.156261 	 0.618548
8.15 	 2.52204 	 0.0872683 	 0.891493
8.15 	 2.88233 	 0.0446722 	 1.13411
8.15 	 3.24262 	 0.020864 	 1.35319
8.2 	 0 	 1 	 -inf
8.2 	 0.35922 	 0.927788 	 -2.5909
8.2 	 0.718441 	 0.756809 	 -1.27782
8.2 	 1.07766 	 0.572695 	 -0.58447
8.2 	 1.43688 	 0.401604 	 -0.0917991
8.2 	 1.7961 	 0.261429 	 0.293857
8.2 	 2.15532 	 0.157837 	 0.613127
8.2 	 2.51454 	 0.088428 	 0.886065
8.2 	 2.87376 	 0.0454504 	 1.12854
8.2 	 3.23298 	 0.0213546 	 1.34716
8.25 	 0 	 1 	 -inf
8.25 	 0.358159 	 0.92822 	 -2.59714
8.25 	 0.716319 	 0.758008 	 -1.28351
8.25 	 1.07448 	 0.574479 	 -0.590064
8.25 	 1.43264 	 0.403591 	 -0.0972234
8.25 	 1.7908 	 0.263332 	 0.288437
8.25 	 2.14896 	 0.159413 	 0.607729
8.25 	 2.50712 	 0.0895899 	 0.880669
8.25 	 2.86528 	 0.0462341 	 1.12299
8.25 	 3.22344 	 0.0218504 	 1.34118
8.3 	 0 	 1 	 -inf
8.3 	 0.357108 	 0.928653 	 -2.60341
8.3 	 0.714216 	 0.759192 	 -1.28917
8.3 	 1.07132 	 0.576256 	 -0.595651
8.3 	 1.42843 	 0.405568 	 -0.102623
8.3 	 1.78554 	 0.265228 	 0.283045
8.3 	 2.14265 	 0.16099 	 0.602354
8.3 	 2.49976 	 0.0907539 	 0.875304
8.3 	 2.85686 	 0.0470234 	 1.11747
8.3 	 3.21397 	 0.0223514 	 1.33523
8.35 	 0 	 1 	 -inf
8.35 	 0.356066 	 0.929085 	 -2.60973
8.35 	 0.712132 	 0.760366 	 -1.29479
8.35 	 1.0682 	 0.578023 	 -0.601223
8.35 	 1.42426 	 0.407535 	 -0.107999
8.35 	 1.78033 	 0.267119 	 0.277677
8.35 	 2.1364 	 0.162567 	 0.597002
8.35 	 2.49246 	 0.09192 	 0.869969
8.35 	 2.84853 	 0.0478181 	 1.11197
8.35 	 3.20459 	 0.0228576 	 1.32932
8.4 	 0 	 1 	 -inf
8.4 	 0.355033 	 0.929518 	 -2.61607
8.4 	 0.710066 	 0.761531 	 -1.30039
8.4 	 1.0651 	 0.579777 	 -0.606766
8.4 	 1.42013 	 0.409493 	 -0.113352
8.4 	 1.77517 	 0.269006 	 0.272331
8.4 	 2.1302 	 0.164144 	 0.591675
8.4 	 2.48523 	 0.0930882 	 0.864664
8.4 	 2.84026 	 0.0486179 	 1.1065
8.4 	 3.1953 	 0.0233691 	 1.32344
8.45 	 0 	 1 	 -inf
8.45 	 0.354009 	 0.92995 	 -2.62245
8.45 	 0.708019 	 0.762689 	 -1.30599
8.45 	 1.06203 	 0.581515 	 -0.612269
8.45 	 1.41604 	 0.41144 	 -0.11868
8.45 	 1.77005 	 0.27089 	 0.267002
8.45 	 2.12406 	 0.165719 	 0.586375
8.45 	 2.47807 	 0.0942581 	 0.859389
8.45 	 2.83207 	 0.0494227 	 1.10106
8.45 	 3.18608 	 0.0238858 	 1.31761
8.5 	 0 	 1 	 -inf
8.5 	 0.352995 	 0.93038 	 -2.62884
8.5 	 0.705989 	 0.763839 	 -1.31156
8.5 	 1.05898 	 0.583232 	 -0.617725
8.5 	 1.41198 	 0.413376 	 -0.12398
8.5 	 1.76497 	 0.272771 	 0.261689
8.5 	 2.11797 	 0.167292 	 0.581105
8.5 	 2.47096 	 0.0954298 	 0.854145
8.5 	 2.82396 	 0.0502323 	 1.09564
8.5 	 3.17695 	 0.0244078 	 1.3118
8.55 	 0 	 1 	 -inf
8.55 	 0.351989 	 0.930807 	 -2.63521
8.55 	 0.703977 	 0.764981 	 -1.31712
8.55 	 1.05597 	 0.58493 	 -0.62313
8.55 	 1.40795 	 0.415298 	 -0.129245
8.55 	 1.75994 	 0.27465 	 0.256391
8.55 	 2.11193 	 0.168862 	 0.575867
8.55 	 2.46392 	 0.0966029 	 0.848931
8.55 	 2.81591 	 0.0510466 	 1.09025
8.55 	 3.1679 	 0.0249351 	 1.30603
8.6 	 0 	 1 	 -inf
8.6 	 0.350991 	 0.931225 	 -2.6415
